Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
ubOWkLWUxVHPvPSSVxnMflXxHFDuRf+FjLoFTZl,CQoEKKTJwByvNPWHXSVoVTxXYVLFIVNMTTHrkVl,BiXWPtMYfRZKOJDOr/NCLvXmQo/+QProRnwVhUS,TxIEPf+rsuZMiXoWRRmlEGyeIWOXMjIGFYuLkSJ,RrxmtyJdyBcWFXpZDFXlN/YXQTzFrrXHuusRt+i,13,MANDATORY_READING,Herr,Sabine,Becker,Bahnhofstraße,,58089,Hagen,Vorhalle,
MmZTmAxTZZnM/CTvYjaFQEzkLsZWGoNhRRZzbXu,TZlysSZRNtPPbvsWtSrKoRIXr/nUOPsmPlydHXM,BnIfigRVXwMXXPS/FpYugtdloTWa/bGUUlpTDTr,wN/ZLMffpdlkzQHyuTTzIuCaCzsWKYoHK/NJFUv,sNtjdYzVXTs+xl/kdWpbsiOZmGpSvlMkZYWkUeT,26,MANDATORY_READING,Frau,Klaus,Schmidt,Bahnhofstraße,1a,58762,Altena,Altena,klaus.schmidt@example.com
UzGwYTqT+QPUGFmTHhUlllZUhAhdWoXKciguCXr,TZlysSZRNtPPbvsWtSrKoRIXr/nUOPsmPlydHXM,BnIfigRVXwMXXPS/FpYugtdloTWa/bGUUlpTDTr,wN/ZLMffpdlkzQHyuTTzIuCaCzsWKYoHK/NJFUv,sNtjdYzVXTs+xl/kdWpbsiOZmGpSvlMkZYWkUeT,26,MANDATORY_READING,Frau,Klaus,Schmidt,Bahnhofstraße,1a,58762,Altena,Altena,klaus.schmidt@example.com
jVOxldObWcmFTrBuzUjZ+RtzXksjTWqiaWgBQpU,TZlysSZRNtPPbvsWtSrKoRIXr/nUOPsmPlydHXM,BnIfigRVXwMXXPS/FpYugtdloTWa/bGUUlpTDTr,wN/ZLMffpdlkzQHyuTTzIuCaCzsWKYoHK/NJFUv,sNtjdYzVXTs+xl/kdWpbsiOZmGpSvlMkZYWkUeT,26,MANDATORY_READING,Frau,Klaus,Schmidt,Bahnhofstraße,1a,58762,Altena,Altena,klaus.schmidt@example.com
LvDEeTPuwZBBYTYAKHpthsOFhWNaNWUHXtUcEQ/,nHmRWiXGUgVXUhDGdjtiUwImQKOUTWRTWCGwUUa,zCVpCHWPDrfowYsrUZSRXUQGiQiaeYDyXHFWNzn,hFWRtDESojQXIhDSBClWnrJdpk+RkqscyBJfzbz,Lde/TjZSWNzXJdN+LfHZZNWZmwrZzMsCVKtycRh,38,MANDATORY_READING,Herr,Thomas,Becker,Schulstraße,2,58809,Neuenrade,Neuenrade,thomas.becker@example.com
QYYihpRnCXWnhIOKXUAsxmuQfJbQaZo/iKBWVP/,nHmRWiXGUgVXUhDGdjtiUwImQKOUTWRTWCGwUUa,zCVpCHWPDrfowYsrUZSRXUQGiQiaeYDyXHFWNzn,hFWRtDESojQXIhDSBClWnrJdpk+RkqscyBJfzbz,Lde/TjZSWNzXJdN+LfHZZNWZmwrZzMsCVKtycRh,38,MANDATORY_READING,Herr,Thomas,Becker,Schulstraße,2,58809,Neuenrade,Neuenrade,thomas.becker@example.com
Wi/KjfcMYBTThXcwcdfUAI+YvOrOfdoXPMOcEoV,nHmRWiXGUgVXUhDGdjtiUwImQKOUTWRTWCGwUUa,zCVpCHWPDrfowYsrUZSRXUQGiQiaeYDyXHFWNzn,hFWRtDESojQXIhDSBClWnrJdpk+RkqscyBJfzbz,Lde/TjZSWNzXJdN+LfHZZNWZmwrZzMsCVKtycRh,38,MANDATORY_READING,Herr,Thomas,Becker,Schulstraße,2,58809,Neuenrade,Neuenrade,thomas.becker@example.com
xWjGwIYKQMhYbXBxXBQNyMbSsHRNYkMRqUMSVwg,nHmRWiXGUgVXUhDGdjtiUwImQKOUTWRTWCGwUUa,zCVpCHWPDrfowYsrUZSRXUQGiQiaeYDyXHFWNzn,hFWRtDESojQXIhDSBClWnrJdpk+RkqscyBJfzbz,Lde/TjZSWNzXJdN+LfHZZNWZmwrZzMsCVKtycRh,38,MANDATORY_READING,Herr,Thomas,Becker,Schulstraße,2,58809,Neuenrade,Neuenrade,thomas.becker@example.com
/OgYQEkMbtTTDNnTIVLAYPAJ/AePPtsUSzhWKup,RHiVYsbCYxVaElnJSUvBAzThfNVQiMCYyJTQZxL,/zWQgyVPjia/CLCtUtbPWmIYFUUFWYUaEMMSXNR,'+svqwZGRgk+tyyXJJ/vsbKtuaNhxSCSSmXCVVOG,OhQExW/wQPYqdUvoUMFNAWyz+HRIHOKwPOsOq+W,38,MANDATORY_READING,Dipl.-Ing.,Thomas,Schneider,Lindenallee,2,58809,Neuenrade,Neuenrade,thomas.schneider@example.com
Do/gJXtJVOmgwJuJQWtFXTytAEMbhSzKmSRCcoi,RHiVYsbCYxVaElnJSUvBAzThfNVQiMCYyJTQZxL,/zWQgyVPjia/CLCtUtbPWmIYFUUFWYUaEMMSXNR,'+svqwZGRgk+tyyXJJ/vsbKtuaNhxSCSSmXCVVOG,OhQExW/wQPYqdUvoUMFNAWyz+HRIHOKwPOsOq+W,38,MANDATORY_READING,Dipl.-Ing.,Thomas,Schneider,Lindenallee,2,58809,Neuenrade,Neuenrade,thomas.schneider@example.com
SUqxj/UqTyUDqnNMHuRzRDD/nXEKyeEO+/dspCO,RHiVYsbCYxVaElnJSUvBAzThfNVQiMCYyJTQZxL,/zWQgyVPjia/CLCtUtbPWmIYFUUFWYUaEMMSXNR,'+svqwZGRgk+tyyXJJ/vsbKtuaNhxSCSSmXCVVOG,OhQExW/wQPYqdUvoUMFNAWyz+HRIHOKwPOsOq+W,38,MANDATORY_READING,Dipl.-Ing.,Thomas,Schneider,Lindenallee,2,58809,Neuenrade,Neuenrade,thomas.schneider@example.com
WUuMfaxfjzQGLZdgVFIovoQUhR/jXsZRjabQsSe,RHiVYsbCYxVaElnJSUvBAzThfNVQiMCYyJTQZxL,/zWQgyVPjia/CLCtUtbPWmIYFUUFWYUaEMMSXNR,'+svqwZGRgk+tyyXJJ/vsbKtuaNhxSCSSmXCVVOG,OhQExW/wQPYqdUvoUMFNAWyz+HRIHOKwPOsOq+W,38,MANDATORY_READING,Dipl.-Ing.,Thomas,Schneider,Lindenallee,2,58809,Neuenrade,Neuenrade,thomas.schneider@example.com
SKGaYUUGPPGrFSjQIIRpVNXVfaUpxAaYmzIiDkL,IOdiaTz/bxZxJXboUZpflNlfybJIUYKcfztNB+J,rdsVWQkSzjofVaPWmC+YhnQaTWkLZJowzRKJVXw,tv+JLSEcqhxJepTAU/VXoYWJvvvwhi/gKjaQRkb,YiTnXqWc+egTTIn+ybwMYatwWASQhuFSLCvClXS,47,MANDATORY_READING,Herr,Hans,Schmidt,Hauptstraße,,58553,Halver,Halver,
fTpVHD+ueBolvFRyAPPfAiLDWVzQLNkSEbRQQCZ,IOdiaTz/bxZxJXboUZpflNlfybJIUYKcfztNB+J,rdsVWQkSzjofVaPWmC+YhnQaTWkLZJowzRKJVXw,tv+JLSEcqhxJepTAU/VXoYWJvvvwhi/gKjaQRkb,YiTnXqWc+egTTIn+ybwMYatwWASQhuFSLCvClXS,47,MANDATORY_READING,Herr,Hans,Schmidt,Hauptstraße,,58553,Halver,Halver,
gHYNHroCWiEHAwqv/FWjJwGIBQoSkRGakAZpinT,IOdiaTz/bxZxJXboUZpflNlfybJIUYKcfztNB+J,rdsVWQkSzjofVaPWmC+YhnQaTWkLZJowzRKJVXw,tv+JLSEcqhxJepTAU/VXoYWJvvvwhi/gKjaQRkb,YiTnXqWc+egTTIn+ybwMYatwWASQhuFSLCvClXS,47,MANDATORY_READING,Herr,Hans,Schmidt,Hauptstraße,,58553,Halver,Halver,
viWEREaAdgYjPFWcAkxDfZXUpvo/IKoNcYXWqTD,IOdiaTz/bxZxJXboUZpflNlfybJIUYKcfztNB+J,rdsVWQkSzjofVaPWmC+YhnQaTWkLZJowzRKJVXw,tv+JLSEcqhxJepTAU/VXoYWJvvvwhi/gKjaQRkb,YiTnXqWc+egTTIn+ybwMYatwWASQhuFSLCvClXS,47,MANDATORY_READING,Herr,Hans,Schmidt,Hauptstraße,,58553,Halver,Halver,
CxY+RYRjcus+Gb/dXRgtDDfVniBOVXpzYKUPfWR,ZWFSJhkPVPODSFwSVkDhxZtOlQhhZtlUqQUuL+A,zfDqjNDUfCvUCc+OyzTKI/NG/OjjBHOw/wWXVOx,jVWRIgSQQuYBsfSoZYTWPylNLHbRZWXTQSXYZYW,WEtXy/XADnRWttCZTouqMDmxZQlwXmXQQWTPMBP,15,MANDATORY_READING,Prof.,Thomas,Schneider,Dorfstraße,,58515,Lüdenscheid,,
dHkQUGLhHykdEuEfNfBIRXeCMyABUjQVVTRLohl,ZWFSJhkPVPODSFwSVkDhxZtOlQhhZtlUqQUuL+A,zfDqjNDUfCvUCc+OyzTKI/NG/OjjBHOw/wWXVOx,jVWRIgSQQuYBsfSoZYTWPylNLHbRZWXTQSXYZYW,WEtXy/XADnRWttCZTouqMDmxZQlwXmXQQWTPMBP,15,MANDATORY_READING,Prof.,Thomas,Schneider,Dorfstraße,,58515,Lüdenscheid,,
nAEJeWTXRaNlXFZRMTuTrURzvLOwJuXLGniWRwi,ZWFSJhkPVPODSFwSVkDhxZtOlQhhZtlUqQUuL+A,zfDqjNDUfCvUCc+OyzTKI/NG/OjjBHOw/wWXVOx,jVWRIgSQQuYBsfSoZYTWPylNLHbRZWXTQSXYZYW,WEtXy/XADnRWttCZTouqMDmxZQlwXmXQQWTPMBP,15,MANDATORY_READING,Prof.,Thomas,Schneider,Dorfstraße,,58515,Lüdenscheid,,
wIglcYY/K+nPsAVFVQ+ySfYQFvdIMYaHXWKQYmI,ZWFSJhkPVPODSFwSVkDhxZtOlQhhZtlUqQUuL+A,zfDqjNDUfCvUCc+OyzTKI/NG/OjjBHOw/wWXVOx,jVWRIgSQQuYBsfSoZYTWPylNLHbRZWXTQSXYZYW,WEtXy/XADnRWttCZTouqMDmxZQlwXmXQQWTPMBP,15,MANDATORY_READING,Prof.,Thomas,Schneider,Dorfstraße,,58515,Lüdenscheid,,
GPVpRcTnfzziegWBCOlwKNtkvtOo+lzzMMlNRSQ,JoWSMwNPVeGBKcdfFAFtBNPTXZYDEHYFxwhrMRQ,eUoyRYA+Dn+iHJ+EAlXVHc/iVnSTVlrtcBeRtdX,CTZnpYxoeOlOcbwOAbjIVUBngxTk/YbWHrNZhjl,FTM+LcSQeZVAH+WZhvqeADbpzWRRWIaImRNBWOL,43,MANDATORY_READING,Dipl.-Ing.,Julia,Schmidt,Waldweg,,58089,Hagen,Vorhalle,
QOHbuHTpWKUtoZYaFmZvWUahvxYfooESfWGTTeV,JoWSMwNPVeGBKcdfFAFtBNPTXZYDEHYFxwhrMRQ,eUoyRYA+Dn+iHJ+EAlXVHc/iVnSTVlrtcBeRtdX,CTZnpYxoeOlOcbwOAbjIVUBngxTk/YbWHrNZhjl,FTM+LcSQeZVAH+WZhvqeADbpzWRRWIaImRNBWOL,43,MANDATORY_READING,Dipl.-Ing.,Julia,Schmidt,Waldweg,,58089,Hagen,Vorhalle,
YVYkYdQQVrSfmPQDjXHigsYYDiXbQKgGXSlz+TY,JoWSMwNPVeGBKcdfFAFtBNPTXZYDEHYFxwhrMRQ,eUoyRYA+Dn+iHJ+EAlXVHc/iVnSTVlrtcBeRtdX,CTZnpYxoeOlOcbwOAbjIVUBngxTk/YbWHrNZhjl,FTM+LcSQeZVAH+WZhvqeADbpzWRRWIaImRNBWOL,43,MANDATORY_READING,Dipl.-Ing.,Julia,Schmidt,Waldweg,,58089,Hagen,Vorhalle,
tNxyvWworCqSWyGxeMXUjqYKquDIbdukPiSBTXS,JoWSMwNPVeGBKcdfFAFtBNPTXZYDEHYFxwhrMRQ,eUoyRYA+Dn+iHJ+EAlXVHc/iVnSTVlrtcBeRtdX,CTZnpYxoeOlOcbwOAbjIVUBngxTk/YbWHrNZhjl,FTM+LcSQeZVAH+WZhvqeADbpzWRRWIaImRNBWOL,43,MANDATORY_READING,Dipl.-Ing.,Julia,Schmidt,Waldweg,,58089,Hagen,Vorhalle,
TFyYs/BIGEYyMXKPhQqlKAVTgWm/lRAtYZdsYrj,sIkmqRqvQfdYnSRZVWAQlYyFtoWSWcQYqTYagf+,LXXIWguFSsUniInHknQnFETcMVPZUrXNYVsgWlv,bQzzWUOtEcOvuPNFGZMwUoRSwJxTQTvSXtlZ/b/,TbvYg+/dMDpKVEkTXRuZNLvcRjAEuGjOEChDXUT,2,MANDATORY_READING,Dr.,Petra,Schulz,Lindenallee,,58089,Hagen,Vorhalle,
eLqiuAIZM+UWfzpPXAPBZrQSxRZXRAYGOYMoyZB,sIkmqRqvQfdYnSRZVWAQlYyFtoWSWcQYqTYagf+,LXXIWguFSsUniInHknQnFETcMVPZUrXNYVsgWlv,bQzzWUOtEcOvuPNFGZMwUoRSwJxTQTvSXtlZ/b/,TbvYg+/dMDpKVEkTXRuZNLvcRjAEuGjOEChDXUT,2,MANDATORY_READING,Dr.,Petra,Schulz,Lindenallee,,58089,Hagen,Vorhalle,
tmYJJNoH/XbHwaZscgwbSYRspYqhyzTFQXTUyKr,sIkmqRqvQfdYnSRZVWAQlYyFtoWSWcQYqTYagf+,LXXIWguFSsUniInHknQnFETcMVPZUrXNYVsgWlv,bQzzWUOtEcOvuPNFGZMwUoRSwJxTQTvSXtlZ/b/,TbvYg+/dMDpKVEkTXRuZNLvcRjAEuGjOEChDXUT,2,MANDATORY_READING,Dr.,Petra,Schulz,Lindenallee,,58089,Hagen,Vorhalle,
wMoUHeu+PqZqcRCjcVFX/ZyecIHEqBhltknNsqU,sIkmqRqvQfdYnSRZVWAQlYyFtoWSWcQYqTYagf+,LXXIWguFSsUniInHknQnFETcMVPZUrXNYVsgWlv,bQzzWUOtEcOvuPNFGZMwUoRSwJxTQTvSXtlZ/b/,TbvYg+/dMDpKVEkTXRuZNLvcRjAEuGjOEChDXUT,2,MANDATORY_READING,Dr.,Petra,Schulz,Lindenallee,,58089,Hagen,Vorhalle,
/ZPcWMkhhQBbxwXKJx+tqLQqzVDGQePwQrl/XsJ,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
EbZBGpITQqCVXUDrTAIlarhZZtz+XdVtWQUZagH,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
LWT+dTBSlRZNDgoqwdKQsUqtRWDpbPtDZTd/bKC,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
NloYzEmZXSsAZfERMFkglDXTXEYnS/tTERgEady,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
ThrxXuQ/SokXfb+ztcDjmkxCJ/wGrNVRSUYwXPV,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
TjZKlTdTrZZSFFipmSnUBtIWlXSqarGTjUhYwZZ,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
XTgYZLOUV+bOMgMWSMGDePSbQRNYwmmJYGMSJrv,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
ZusABQodWF/zbftjYkGMNkHclKgbAAtZZmUOzUe,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
ljOSRKZbCnZYdgowRxKpPYTSmIcYsFWTXbRZNGA,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
pagdcEQ/XtiUjYsS//VwAIMGVzkWXMhVr+WuWZo,YKpUeMqbjpQmhZVIWQteZVZVVtRZMQT/tsDLTnu,iQBbsNyxvBZFwgwyKSoTCRbRPjUQFBSoPLPgOVC,RceS+yRxUUhgpBqERqloRMdmAWTHEsNjKGInXFs,zBBcJFRWNsTxWYCWTmGQESQBDsRVdYNcS+UQtTm,5,MANDATORY_READING,Dipl.-Ing.,Hans,Hoffmann,Bahnhofstraße,1a,58762,Altena,Altena,hans.hoffmann@example.com
U/CnI/ZuHxjYBJlQRlMSNsbWnSXxsRV/cnZTTQR,rnYXvgliQzZpmHJTJXCRxYRIXZpReVPVliQhSoQ,RshyUyhVpqtBPSAGVGwiFevfcxpoRwQU/RcpUzO,'+R//fQRq/EsqYuTEVW+JNTwQpaVbWceanLslKHr,uaDUvafOeDiyVRYnWqoRZ/rbaRWYUTZoNVgUZ+x,12,MANDATORY_READING,Frau,Julia,Schmidt,Gartenstraße,,58089,Hagen,Vorhalle,
VSofJHXZzUzbSkEZKWUYmXYRFyUVPXDlsjaVsWT,rnYXvgliQzZpmHJTJXCRxYRIXZpReVPVliQhSoQ,RshyUyhVpqtBPSAGVGwiFevfcxpoRwQU/RcpUzO,'+R//fQRq/EsqYuTEVW+JNTwQpaVbWceanLslKHr,uaDUvafOeDiyVRYnWqoRZ/rbaRWYUTZoNVgUZ+x,12,MANDATORY_READING,Frau,Julia,Schmidt,Gartenstraße,,58089,Hagen,Vorhalle,
altWQrhSWTbxSaqRxTYlRFwuZoVY/PoKBCgBYNW,rnYXvgliQzZpmHJTJXCRxYRIXZpReVPVliQhSoQ,RshyUyhVpqtBPSAGVGwiFevfcxpoRwQU/RcpUzO,'+R//fQRq/EsqYuTEVW+JNTwQpaVbWceanLslKHr,uaDUvafOeDiyVRYnWqoRZ/rbaRWYUTZoNVgUZ+x,12,MANDATORY_READING,Frau,Julia,Schmidt,Gartenstraße,,58089,Hagen,Vorhalle,
ng/cQWdufsZyXGqJCjmbVKuHv+XE+qXRJWTZSWR,rnYXvgliQzZpmHJTJXCRxYRIXZpReVPVliQhSoQ,RshyUyhVpqtBPSAGVGwiFevfcxpoRwQU/RcpUzO,'+R//fQRq/EsqYuTEVW+JNTwQpaVbWceanLslKHr,uaDUvafOeDiyVRYnWqoRZ/rbaRWYUTZoNVgUZ+x,12,MANDATORY_READING,Frau,Julia,Schmidt,Gartenstraße,,58089,Hagen,Vorhalle,
CGFZKYgMlUYjTVrWvCcwZR+PMPVdMTQqKUDiwaY,saYrVIOAEUSUblokXJWBSiUUjnNzF+WYVBVTTWW,vTwIGBYvQCdSPWucqESyTViPitoWBHAskbVXTEJ,'+RXalXyXKWh/SKVfg+VzTCpMihTUMdQtJwXnTFB,ehAKCvsyHsbRbpgCTfutlHRdgR+UyEbeNRj/EPB,19,MANDATORY_READING,Frau,Petra,Wagner,Bahnhofstraße,,58515,Lüdenscheid,,
Zqcu+XVCyufUZCLKhUGsScTJeHRvWKQYjowwGFJ,saYrVIOAEUSUblokXJWBSiUUjnNzF+WYVBVTTWW,vTwIGBYvQCdSPWucqESyTViPitoWBHAskbVXTEJ,'+RXalXyXKWh/SKVfg+VzTCpMihTUMdQtJwXnTFB,ehAKCvsyHsbRbpgCTfutlHRdgR+UyEbeNRj/EPB,19,MANDATORY_READING,Frau,Petra,Wagner,Bahnhofstraße,,58515,Lüdenscheid,,
naNbTvTXxoMhERSmUZWtMWpAfSzWmwvZGVkVeye,saYrVIOAEUSUblokXJWBSiUUjnNzF+WYVBVTTWW,vTwIGBYvQCdSPWucqESyTViPitoWBHAskbVXTEJ,'+RXalXyXKWh/SKVfg+VzTCpMihTUMdQtJwXnTFB,ehAKCvsyHsbRbpgCTfutlHRdgR+UyEbeNRj/EPB,19,MANDATORY_READING,Frau,Petra,Wagner,Bahnhofstraße,,58515,Lüdenscheid,,
DWWYlbSj/kRYrVxxfByRnsaBDdms/WcdTkFHxDS,IXwIuTvwRHZbtDbWlwkTSQbQJtVTw++CDSTdKRt,JwavqPaUIzfYCBVbCvZXPWLxUEut/mh/qq+rvrd,wqVbXewjCDkEdmSXgxXZbzKELMgUzuTGKBhOiHa,'+PBKazWvDXWFgW+WTrETUYgQOKRCUhB/Kl/TpZF,9,MANDATORY_READING,Prof.,Sabine,Schulz,Gartenstraße,50,58809,Neuenrade,Neuenrade,sabine.schulz@example.com
DXqBy+EBYznMskWiwtoGQGRviYUVJvxihkQopgj,IXwIuTvwRHZbtDbWlwkTSQbQJtVTw++CDSTdKRt,JwavqPaUIzfYCBVbCvZXPWLxUEut/mh/qq+rvrd,wqVbXewjCDkEdmSXgxXZbzKELMgUzuTGKBhOiHa,'+PBKazWvDXWFgW+WTrETUYgQOKRCUhB/Kl/TpZF,9,MANDATORY_READING,Prof.,Sabine,Schulz,Gartenstraße,50,58809,Neuenrade,Neuenrade,sabine.schulz@example.com
ZNzNIRQzFiuVSa+drQipJASmeRMWWVaERUIVTVg,IXwIuTvwRHZbtDbWlwkTSQbQJtVTw++CDSTdKRt,JwavqPaUIzfYCBVbCvZXPWLxUEut/mh/qq+rvrd,wqVbXewjCDkEdmSXgxXZbzKELMgUzuTGKBhOiHa,'+PBKazWvDXWFgW+WTrETUYgQOKRCUhB/Kl/TpZF,9,MANDATORY_READING,Prof.,Sabine,Schulz,Gartenstraße,50,58809,Neuenrade,Neuenrade,sabine.schulz@example.com
oZVJWDk+elQZWwMQZeAEVUOgYFVSVK/lWqhxQ/Y,IXwIuTvwRHZbtDbWlwkTSQbQJtVTw++CDSTdKRt,JwavqPaUIzfYCBVbCvZXPWLxUEut/mh/qq+rvrd,wqVbXewjCDkEdmSXgxXZbzKELMgUzuTGKBhOiHa,'+PBKazWvDXWFgW+WTrETUYgQOKRCUhB/Kl/TpZF,9,MANDATORY_READING,Prof.,Sabine,Schulz,Gartenstraße,50,58809,Neuenrade,Neuenrade,sabine.schulz@example.com
ORen+YsnVqeOCZZQwnASlNbVepSUSHuWTwcWMhW,R+juLQKoRUwqWPVGFV+rAXfSyQslMNxWxpmWVcg,ExQXlsWPzq/VRFmEUVe/c+SvIZbKNXDdVtSm/KH,CUnWMWhrsSVwH/toKtPVUNWmRbU+QFpIWIuzzMV,QmsSm/DD+qixQXLVlUfAcunptqSbpLOCWKVXNxX,38,MANDATORY_READING,Prof.,Thomas,Weber,Waldweg,,58809,Neuenrade,Neuenrade,
T+CjUdudRsrXuZpnYXbRKGvOfyZKDuxPLrzTRkz,R+juLQKoRUwqWPVGFV+rAXfSyQslMNxWxpmWVcg,ExQXlsWPzq/VRFmEUVe/c+SvIZbKNXDdVtSm/KH,CUnWMWhrsSVwH/toKtPVUNWmRbU+QFpIWIuzzMV,QmsSm/DD+qixQXLVlUfAcunptqSbpLOCWKVXNxX,38,MANDATORY_READING,Prof.,Thomas,Weber,Waldweg,,58809,Neuenrade,Neuenrade,
gwbVVADHapSiHQuzWZAczSqcyRUqVGjf/xskjdb,R+juLQKoRUwqWPVGFV+rAXfSyQslMNxWxpmWVcg,ExQXlsWPzq/VRFmEUVe/c+SvIZbKNXDdVtSm/KH,CUnWMWhrsSVwH/toKtPVUNWmRbU+QFpIWIuzzMV,QmsSm/DD+qixQXLVlUfAcunptqSbpLOCWKVXNxX,38,MANDATORY_READING,Prof.,Thomas,Weber,Waldweg,,58809,Neuenrade,Neuenrade,
sUurHxySGWTRsD/wmohtNKTcbwDWSVMjpxhXKGD,R+juLQKoRUwqWPVGFV+rAXfSyQslMNxWxpmWVcg,ExQXlsWPzq/VRFmEUVe/c+SvIZbKNXDdVtSm/KH,CUnWMWhrsSVwH/toKtPVUNWmRbU+QFpIWIuzzMV,QmsSm/DD+qixQXLVlUfAcunptqSbpLOCWKVXNxX,38,MANDATORY_READING,Prof.,Thomas,Weber,Waldweg,,58809,Neuenrade,Neuenrade,
AV+caKM/wjqUJeyMPTfRUkXJfQVoeTPve/BQuUU,WrXmUGauRSIt/WOoZYNKT+toJjcEiGYtWheXS+q,/GyAUDpZCaeBEXloUxQzqMWyLTgXGcyKNYnUno/,ViRXyWBQSZncdZDzKKDwrtSNNpUWAeITBQ/BgXW,VIScWVSCbZBZdrvQuBQBZrXODaDq/hfJzXRyNTf,16,MANDATORY_READING,Prof.,Maria,Hoffmann,Hauptstraße,,58553,Halver,Halver,
MZFYFfRMIMYtnXyQjYLswzPPUUhYSNyU/QZKtn+,WrXmUGauRSIt/WOoZYNKT+toJjcEiGYtWheXS+q,/GyAUDpZCaeBEXloUxQzqMWyLTgXGcyKNYnUno/,ViRXyWBQSZncdZDzKKDwrtSNNpUWAeITBQ/BgXW,VIScWVSCbZBZdrvQuBQBZrXODaDq/hfJzXRyNTf,16,MANDATORY_READING,Prof.,Maria,Hoffmann,Hauptstraße,,58553,Halver,Halver,
