Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
CfxNLaimRKQ/+iXVcAXRsLxcatXXByXqJDGSOWs,o+dWQRvvlGitNzaXTEzo/eSiaKHzxBJMSgIPHkJ,rqQUZGZ/qsFCMPMOvLrtv/nppQnOQFUEVAnNTwF,WQi+WJXIUUWdDzsTDmxWuYCyTnxZUCzcZlGHRBS,XqTHwMCkZhBgmaCVMqRYvYSvQXPfVQLSGQASCcb,20,DIRECT_MAIL,Dr.,Sabine,Fischer,Dorfstraße,,58809,Neuenrade,Neuenrade,
YozzNaEr+VbybDcYjIQXxBmKVktJriSpzNnpXYm,o+dWQRvvlGitNzaXTEzo/eSiaKHzxBJMSgIPHkJ,rqQUZGZ/qsFCMPMOvLrtv/nppQnOQFUEVAnNTwF,WQi+WJXIUUWdDzsTDmxWuYCyTnxZUCzcZlGHRBS,XqTHwMCkZhBgmaCVMqRYvYSvQXPfVQLSGQASCcb,20,DIRECT_MAIL,Dr.,Sabine,Fischer,Dorfstraße,,58809,Neuenrade,Neuenrade,
kWxKZ+g+WnYWOKPJRiJUWUfGZDPJFYqUpCJVYUR,o+dWQRvvlGitNzaXTEzo/eSiaKHzxBJMSgIPHkJ,rqQUZGZ/qsFCMPMOvLrtv/nppQnOQFUEVAnNTwF,WQi+WJXIUUWdDzsTDmxWuYCyTnxZUCzcZlGHRBS,XqTHwMCkZhBgmaCVMqRYvYSvQXPfVQLSGQASCcb,20,DIRECT_MAIL,Dr.,Sabine,Fischer,Dorfstraße,,58809,Neuenrade,Neuenrade,
whRucQqxYRUORUVdUpjRVZ/exhCNlBgsVUC/Wxl,o+dWQRvvlGitNzaXTEzo/eSiaKHzxBJMSgIPHkJ,rqQUZGZ/qsFCMPMOvLrtv/nppQnOQFUEVAnNTwF,WQi+WJXIUUWdDzsTDmxWuYCyTnxZUCzcZlGHRBS,XqTHwMCkZhBgmaCVMqRYvYSvQXPfVQLSGQASCcb,20,DIRECT_MAIL,Dr.,Sabine,Fischer,Dorfstraße,,58809,Neuenrade,Neuenrade,
A/WsFXFTdlUUeJJcUDYPZkwspLPpLVfWEFWnRmT,wmZAEvDVEQsMsdGXTSkhzUZoOvQtCqQWxFQFVDX,yPeAOSgBvLfYlsSsUXSKYpXbeOcFUtXxFvbiWeL,SXnhKW/VVXuDYQXUgcmSVaHx+dYPwVkBgTRnwCy,zllRVBfOjEmdxjnTfljrTFCHjVXYQeWioyRNUSb,9,DIRECT_MAIL,Dr.,Peter,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
EKFkRXBSDGRkhYQUJnUJoWgVjDUILQOnvyhoFC/,wmZAEvDVEQsMsdGXTSkhzUZoOvQtCqQWxFQFVDX,yPeAOSgBvLfYlsSsUXSKYpXbeOcFUtXxFvbiWeL,SXnhKW/VVXuDYQXUgcmSVaHx+dYPwVkBgTRnwCy,zllRVBfOjEmdxjnTfljrTFCHjVXYQeWioyRNUSb,9,DIRECT_MAIL,Dr.,Peter,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
mAUTYPiKIoeAe/S+hqfRMXLIdBjWvZZNvJzUoxa,wmZAEvDVEQsMsdGXTSkhzUZoOvQtCqQWxFQFVDX,yPeAOSgBvLfYlsSsUXSKYpXbeOcFUtXxFvbiWeL,SXnhKW/VVXuDYQXUgcmSVaHx+dYPwVkBgTRnwCy,zllRVBfOjEmdxjnTfljrTFCHjVXYQeWioyRNUSb,9,DIRECT_MAIL,Dr.,Peter,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
sVeivCaukSX/kKUnwLLPnPUytVNaXfYiYCNVSJQ,wmZAEvDVEQsMsdGXTSkhzUZoOvQtCqQWxFQFVDX,yPeAOSgBvLfYlsSsUXSKYpXbeOcFUtXxFvbiWeL,SXnhKW/VVXuDYQXUgcmSVaHx+dYPwVkBgTRnwCy,zllRVBfOjEmdxjnTfljrTFCHjVXYQeWioyRNUSb,9,DIRECT_MAIL,Dr.,Peter,Schulz,Dorfstraße,,58089,Hagen,Vorhalle,
NlhRbQakJICbtImQRmilpZPaZVCWixCKuYdNjzL,yEZtPRT+YEOiweAK/bvPgPYSXNSG/HTWEtgkYYM,qXsBcCBbRCaRlGTnVkcg+XJbQMVR+nYPXQA+pNl,akypdXxQNkVuSQjXgUVtQPRyJTiCGYoTUFQrqpW,thMVfaSqWlUHNXMdpJSUXQVVosVDNwUVuGGtFiM,5,DIRECT_MAIL,Dr.,Anna,Wagner,Hauptstraße,,58515,Lüdenscheid,,
myWkIjvOQZCQfvYYZAtUz/FxWlXcBFYhYJuMtOz,yEZtPRT+YEOiweAK/bvPgPYSXNSG/HTWEtgkYYM,qXsBcCBbRCaRlGTnVkcg+XJbQMVR+nYPXQA+pNl,akypdXxQNkVuSQjXgUVtQPRyJTiCGYoTUFQrqpW,thMVfaSqWlUHNXMdpJSUXQVVosVDNwUVuGGtFiM,5,DIRECT_MAIL,Dr.,Anna,Wagner,Hauptstraße,,58515,Lüdenscheid,,
wALdDJCwZH/CBSYKOWmkrarJXSSWVOUJvgPSdOw,yEZtPRT+YEOiweAK/bvPgPYSXNSG/HTWEtgkYYM,qXsBcCBbRCaRlGTnVkcg+XJbQMVR+nYPXQA+pNl,akypdXxQNkVuSQjXgUVtQPRyJTiCGYoTUFQrqpW,thMVfaSqWlUHNXMdpJSUXQVVosVDNwUVuGGtFiM,5,DIRECT_MAIL,Dr.,Anna,Wagner,Hauptstraße,,58515,Lüdenscheid,,
zTizV/sWgweXzBdURYUZaSZjhcUxZPHCRZaxlwa,yEZtPRT+YEOiweAK/bvPgPYSXNSG/HTWEtgkYYM,qXsBcCBbRCaRlGTnVkcg+XJbQMVR+nYPXQA+pNl,akypdXxQNkVuSQjXgUVtQPRyJTiCGYoTUFQrqpW,thMVfaSqWlUHNXMdpJSUXQVVosVDNwUVuGGtFiM,5,DIRECT_MAIL,Dr.,Anna,Wagner,Hauptstraße,,58515,Lüdenscheid,,
HWWnduTQnRerJIXsXKCQyUfVNGZlVYTOVbhrFZG,zLXrkVFWTvSYMWwsXYijcYSXSUuWgeWw+U/LSCH,f/umpdrVCSHj+ZqfTmXwNjNL+UQWSsZAdFaoOtu,vGGRYZGxquCHrTjVQQyUQzzWFiBabiJfYRXjMYZ,wgXiSQZrnOUPaWImq+rTVqrogHbaXAeOhfClMmZ,15,DIRECT_MAIL,Prof.,Anna,Schmidt,Waldweg,,58809,Neuenrade,Neuenrade,
UEsNHRydSkSScDVgPlDZHPVyNtbUxO+qFjNYyUk,zLXrkVFWTvSYMWwsXYijcYSXSUuWgeWw+U/LSCH,f/umpdrVCSHj+ZqfTmXwNjNL+UQWSsZAdFaoOtu,vGGRYZGxquCHrTjVQQyUQzzWFiBabiJfYRXjMYZ,wgXiSQZrnOUPaWImq+rTVqrogHbaXAeOhfClMmZ,15,DIRECT_MAIL,Prof.,Anna,Schmidt,Waldweg,,58809,Neuenrade,Neuenrade,
UzpPNQFcmgWKVEnSWhkldETWvDY/OCUad+SeSmE,zLXrkVFWTvSYMWwsXYijcYSXSUuWgeWw+U/LSCH,f/umpdrVCSHj+ZqfTmXwNjNL+UQWSsZAdFaoOtu,vGGRYZGxquCHrTjVQQyUQzzWFiBabiJfYRXjMYZ,wgXiSQZrnOUPaWImq+rTVqrogHbaXAeOhfClMmZ,15,DIRECT_MAIL,Prof.,Anna,Schmidt,Waldweg,,58809,Neuenrade,Neuenrade,
ZExSALcoVimGXVwTPwW+B+YscRCbWz/EUSKSpSj,zLXrkVFWTvSYMWwsXYijcYSXSUuWgeWw+U/LSCH,f/umpdrVCSHj+ZqfTmXwNjNL+UQWSsZAdFaoOtu,vGGRYZGxquCHrTjVQQyUQzzWFiBabiJfYRXjMYZ,wgXiSQZrnOUPaWImq+rTVqrogHbaXAeOhfClMmZ,15,DIRECT_MAIL,Prof.,Anna,Schmidt,Waldweg,,58809,Neuenrade,Neuenrade,
VUKm/mgE/QrNRZgnDF+FVD/RtBOmHRJpbpTUEbb,xdWsOkDAmsQZZeDrAf+LfaPt+SYcjhaUWITicOQ,qBjHgwRrdEZ+L/cYGoKLYW/YojydWWUKpM+PtrD,TThzpFMX/opsW/XIUFtkRvWLyTzgOIiMXSTakoY,JTUUgFJwOIeXSMVSYLpXmDJJCZrcAotJTZOtTWY,10,DIRECT_MAIL,Dipl.-Ing.,Hans,Schneider,Dorfstraße,,58089,Hagen,Vorhalle,
YuFnRdZYbXMRJydPhCcVJNZXjxRiVqSPfKysjJc,xdWsOkDAmsQZZeDrAf+LfaPt+SYcjhaUWITicOQ,qBjHgwRrdEZ+L/cYGoKLYW/YojydWWUKpM+PtrD,TThzpFMX/opsW/XIUFtkRvWLyTzgOIiMXSTakoY,JTUUgFJwOIeXSMVSYLpXmDJJCZrcAotJTZOtTWY,10,DIRECT_MAIL,Dipl.-Ing.,Hans,Schneider,Dorfstraße,,58089,Hagen,Vorhalle,
dEqPLvxvSCtttKvrgZGXXFCziLQURBZVXCwUCCo,xdWsOkDAmsQZZeDrAf+LfaPt+SYcjhaUWITicOQ,qBjHgwRrdEZ+L/cYGoKLYW/YojydWWUKpM+PtrD,TThzpFMX/opsW/XIUFtkRvWLyTzgOIiMXSTakoY,JTUUgFJwOIeXSMVSYLpXmDJJCZrcAotJTZOtTWY,10,DIRECT_MAIL,Dipl.-Ing.,Hans,Schneider,Dorfstraße,,58089,Hagen,Vorhalle,
vpfHtkDkvOCDcxBjnnMs/TopolXCZKSenHJUETd,xdWsOkDAmsQZZeDrAf+LfaPt+SYcjhaUWITicOQ,qBjHgwRrdEZ+L/cYGoKLYW/YojydWWUKpM+PtrD,TThzpFMX/opsW/XIUFtkRvWLyTzgOIiMXSTakoY,JTUUgFJwOIeXSMVSYLpXmDJJCZrcAotJTZOtTWY,10,DIRECT_MAIL,Dipl.-Ing.,Hans,Schneider,Dorfstraße,,58089,Hagen,Vorhalle,
EiJkYZWVnsLxUniwlWFzAdaKPgHUhw/wTiFXFKP,KTQQRbTFSwkeSyt+XXtSyfKVPNXCKiTxSZYiQSC,HRZnXQTwzalPByTWFQwWhpNIGShRZrilK/BoLUx,eoHXXVITXgcQUVyX/qrXiiHbLIHVFSNnSEoQGU+,uGfRYMPrTKWnBraLw/lvCTEAZZWgQjMUfeYQT+R,31,DIRECT_MAIL,Herr,Hans,Meyer,Hauptstraße,,58515,Lüdenscheid,,
IICSOzRJVYIiTjxaJacUwJyXUTSZWXNmUdUZiQj,KTQQRbTFSwkeSyt+XXtSyfKVPNXCKiTxSZYiQSC,HRZnXQTwzalPByTWFQwWhpNIGShRZrilK/BoLUx,eoHXXVITXgcQUVyX/qrXiiHbLIHVFSNnSEoQGU+,uGfRYMPrTKWnBraLw/lvCTEAZZWgQjMUfeYQT+R,31,DIRECT_MAIL,Herr,Hans,Meyer,Hauptstraße,,58515,Lüdenscheid,,
ISXbz/NBPV/tUzSgDqsrKiqNZLxWfwDjEVPtZ/z,KTQQRbTFSwkeSyt+XXtSyfKVPNXCKiTxSZYiQSC,HRZnXQTwzalPByTWFQwWhpNIGShRZrilK/BoLUx,eoHXXVITXgcQUVyX/qrXiiHbLIHVFSNnSEoQGU+,uGfRYMPrTKWnBraLw/lvCTEAZZWgQjMUfeYQT+R,31,DIRECT_MAIL,Herr,Hans,Meyer,Hauptstraße,,58515,Lüdenscheid,,
WbwA+/iuTTRwcIkmMShUVBwQXKjJeJcdjSSVOgH,KTQQRbTFSwkeSyt+XXtSyfKVPNXCKiTxSZYiQSC,HRZnXQTwzalPByTWFQwWhpNIGShRZrilK/BoLUx,eoHXXVITXgcQUVyX/qrXiiHbLIHVFSNnSEoQGU+,uGfRYMPrTKWnBraLw/lvCTEAZZWgQjMUfeYQT+R,31,DIRECT_MAIL,Herr,Hans,Meyer,Hauptstraße,,58515,Lüdenscheid,,
YOSeUWgfooMYlEyUnRKSAVSQrHaAyaWhxsSo+Qa,kUzXiwOEO/ejLGiCcnirQHDjURBYgEQWyZEqVqS,YUpxsTKveGjcdXAXick+DHq/fPKWVALKvnje//D,txd+kJkZr/RwrZyAuNK++NVSxYkZNCqQWYFYGHp,FcTXRqEmBTuCSefHGmRKZGYlLFIOXnXdfUWKQTp,20,DIRECT_MAIL,Herr,Klaus,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
g/fQbZESmrGUDdyTrEIyW/dIYQbVLIUYfiIYsGX,kUzXiwOEO/ejLGiCcnirQHDjURBYgEQWyZEqVqS,YUpxsTKveGjcdXAXick+DHq/fPKWVALKvnje//D,txd+kJkZr/RwrZyAuNK++NVSxYkZNCqQWYFYGHp,FcTXRqEmBTuCSefHGmRKZGYlLFIOXnXdfUWKQTp,20,DIRECT_MAIL,Herr,Klaus,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
ojVmnmSdeWLRSgGTkTVSuWSvOtdQXBEPerUKldZ,kUzXiwOEO/ejLGiCcnirQHDjURBYgEQWyZEqVqS,YUpxsTKveGjcdXAXick+DHq/fPKWVALKvnje//D,txd+kJkZr/RwrZyAuNK++NVSxYkZNCqQWYFYGHp,FcTXRqEmBTuCSefHGmRKZGYlLFIOXnXdfUWKQTp,20,DIRECT_MAIL,Herr,Klaus,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
rhIvWKCDxTrkhc+DroUWTdYeTHz+rENxCSlNdod,kUzXiwOEO/ejLGiCcnirQHDjURBYgEQWyZEqVqS,YUpxsTKveGjcdXAXick+DHq/fPKWVALKvnje//D,txd+kJkZr/RwrZyAuNK++NVSxYkZNCqQWYFYGHp,FcTXRqEmBTuCSefHGmRKZGYlLFIOXnXdfUWKQTp,20,DIRECT_MAIL,Herr,Klaus,Schulz,Bergstraße,,58089,Hagen,Vorhalle,
VOybXFOLtLWGtLyBUiiIGUZtRiCpjVyfUue/jhM,EYDNsrWmmTcIIIcwXsQ+wgCXpySvENUqSFGMYPi,btiOpJQyuzvGAUyWiWBzKIW+RUUjaZyeBPZJsQY,mzDaIgSRW+rIymrRZEV+lPGZQRKTpWRWSbwFcct,ueAJHQMjFGkAgtItwVFZFqsTWxYUSQZAPhYETZH,55,DIRECT_MAIL,Dr.,Sabine,Müller,Schulstraße,25,58515,Lüdenscheid,,sabine.müller@example.com
WTJSYHsgmdZVNlAvTigJIuYYQjWdldTpZgJyGcP,EYDNsrWmmTcIIIcwXsQ+wgCXpySvENUqSFGMYPi,btiOpJQyuzvGAUyWiWBzKIW+RUUjaZyeBPZJsQY,mzDaIgSRW+rIymrRZEV+lPGZQRKTpWRWSbwFcct,ueAJHQMjFGkAgtItwVFZFqsTWxYUSQZAPhYETZH,55,DIRECT_MAIL,Dr.,Sabine,Müller,Schulstraße,25,58515,Lüdenscheid,,sabine.müller@example.com
YgNSCJnndiaCfSrtdnuOBKJMXeSGcdwSYWLztzz,EYDNsrWmmTcIIIcwXsQ+wgCXpySvENUqSFGMYPi,btiOpJQyuzvGAUyWiWBzKIW+RUUjaZyeBPZJsQY,mzDaIgSRW+rIymrRZEV+lPGZQRKTpWRWSbwFcct,ueAJHQMjFGkAgtItwVFZFqsTWxYUSQZAPhYETZH,55,DIRECT_MAIL,Dr.,Sabine,Müller,Schulstraße,25,58515,Lüdenscheid,,sabine.müller@example.com
tmSzQzWWoldRyiMXOYrvXVSTzIdROUZLrUjePuQ,EYDNsrWmmTcIIIcwXsQ+wgCXpySvENUqSFGMYPi,btiOpJQyuzvGAUyWiWBzKIW+RUUjaZyeBPZJsQY,mzDaIgSRW+rIymrRZEV+lPGZQRKTpWRWSbwFcct,ueAJHQMjFGkAgtItwVFZFqsTWxYUSQZAPhYETZH,55,DIRECT_MAIL,Dr.,Sabine,Müller,Schulstraße,25,58515,Lüdenscheid,,sabine.müller@example.com
IGEOYsrbTjmqwhwSrtUYQwQWqYiuhsSCmsyBIFY,utVWAUPXSYkZiYJEZPUZtQlYVCqjeUPPVQlmLUC,t+MmOiYFTbqdZuXIDhcLaJfDFRWPltLYbEKLJTU,RSdTgEBVtKZL+VsUSWLoJFvyjDUPLXGnPCVzCuF,UpZVXUdoyGXbmWIzZBLHZNFFRIThOVeUlASuqMS,29,DIRECT_MAIL,Herr,Michael,Schneider,Lindenallee,,58809,Neuenrade,Neuenrade,
TJVjXbsDtcUdNYVXTKsbGLxvCIZervzhJjyWMPX,utVWAUPXSYkZiYJEZPUZtQlYVCqjeUPPVQlmLUC,t+MmOiYFTbqdZuXIDhcLaJfDFRWPltLYbEKLJTU,RSdTgEBVtKZL+VsUSWLoJFvyjDUPLXGnPCVzCuF,UpZVXUdoyGXbmWIzZBLHZNFFRIThOVeUlASuqMS,29,DIRECT_MAIL,Herr,Michael,Schneider,Lindenallee,,58809,Neuenrade,Neuenrade,
sCfcmNjGKHQRm+tOsZcxGZksoRQcQGbRKCCxkes,utVWAUPXSYkZiYJEZPUZtQlYVCqjeUPPVQlmLUC,t+MmOiYFTbqdZuXIDhcLaJfDFRWPltLYbEKLJTU,RSdTgEBVtKZL+VsUSWLoJFvyjDUPLXGnPCVzCuF,UpZVXUdoyGXbmWIzZBLHZNFFRIThOVeUlASuqMS,29,DIRECT_MAIL,Herr,Michael,Schneider,Lindenallee,,58809,Neuenrade,Neuenrade,
xNWQUsuZIjgRqMkLSWPaSVQzmilWUTxYRPeVMNK,utVWAUPXSYkZiYJEZPUZtQlYVCqjeUPPVQlmLUC,t+MmOiYFTbqdZuXIDhcLaJfDFRWPltLYbEKLJTU,RSdTgEBVtKZL+VsUSWLoJFvyjDUPLXGnPCVzCuF,UpZVXUdoyGXbmWIzZBLHZNFFRIThOVeUlASuqMS,29,DIRECT_MAIL,Herr,Michael,Schneider,Lindenallee,,58809,Neuenrade,Neuenrade,
FGRTzGGwTRLdnNIiLQlbkzfYRVfvZTrFTBXFry+,'+gKVTyw+RYYfhXXxrUKJsuUlqljARZlQUps/EYq,Cgq/qBL+ZosXRLgiWnbRZuWUkfkxZRDdUkYGmRX,'+S+GVR/YORvAmySOjQxyDNpldWYonOoRQPZAjcM,RXtksBXsOtxXgStWLsuA+LkknpgAPQtSABetbPL,40,DIRECT_MAIL,Dr.,Hans,Becker,Kirchweg,,58089,Hagen,Vorhalle,
SOCFqJfmQWHAgaRQYTHGhVuNuduKH/RVdzpWpJc,'+gKVTyw+RYYfhXXxrUKJsuUlqljARZlQUps/EYq,Cgq/qBL+ZosXRLgiWnbRZuWUkfkxZRDdUkYGmRX,'+S+GVR/YORvAmySOjQxyDNpldWYonOoRQPZAjcM,RXtksBXsOtxXgStWLsuA+LkknpgAPQtSABetbPL,40,DIRECT_MAIL,Dr.,Hans,Becker,Kirchweg,,58089,Hagen,Vorhalle,
YgRWWSjYZUcIfPHmfZT/YWUEWT+XfamWtUMLUMO,'+gKVTyw+RYYfhXXxrUKJsuUlqljARZlQUps/EYq,Cgq/qBL+ZosXRLgiWnbRZuWUkfkxZRDdUkYGmRX,'+S+GVR/YORvAmySOjQxyDNpldWYonOoRQPZAjcM,RXtksBXsOtxXgStWLsuA+LkknpgAPQtSABetbPL,40,DIRECT_MAIL,Dr.,Hans,Becker,Kirchweg,,58089,Hagen,Vorhalle,
wZgQTjKyAoWKvWHVM+yZbmAGRv/hMXmGcpKgMfT,'+gKVTyw+RYYfhXXxrUKJsuUlqljARZlQUps/EYq,Cgq/qBL+ZosXRLgiWnbRZuWUkfkxZRDdUkYGmRX,'+S+GVR/YORvAmySOjQxyDNpldWYonOoRQPZAjcM,RXtksBXsOtxXgStWLsuA+LkknpgAPQtSABetbPL,40,DIRECT_MAIL,Dr.,Hans,Becker,Kirchweg,,58089,Hagen,Vorhalle,
YNir/G/YYnSXyXHUDObRVHHiqhGMvdwqnsCBSXf,UuGWOgWCUGZ/PfVDXaklpKXuVYFJVRYEWeJVHHP,ZARi+I/vYZWiVzUIPBaV/WVcWYMjfhWQCFheYTv,kDLQVjhysVCHlWpQdSdAIY/ETTLFPXcUlVrEegz,mDiH+qXCkVh/WqtZJitxXIMuANwDYfZ/stCfwxw,36,DIRECT_MAIL,Frau,Michael,Schneider,Kirchweg,,58089,Hagen,Vorhalle,
ZSEDPjfckXWZtFSsnnLsSZYsDCIEI/NjzCE/VRp,UuGWOgWCUGZ/PfVDXaklpKXuVYFJVRYEWeJVHHP,ZARi+I/vYZWiVzUIPBaV/WVcWYMjfhWQCFheYTv,kDLQVjhysVCHlWpQdSdAIY/ETTLFPXcUlVrEegz,mDiH+qXCkVh/WqtZJitxXIMuANwDYfZ/stCfwxw,36,DIRECT_MAIL,Frau,Michael,Schneider,Kirchweg,,58089,Hagen,Vorhalle,
fwYFicUZjjboqfXUSdYSoWdCTJUdTOW/DSRXWQV,UuGWOgWCUGZ/PfVDXaklpKXuVYFJVRYEWeJVHHP,ZARi+I/vYZWiVzUIPBaV/WVcWYMjfhWQCFheYTv,kDLQVjhysVCHlWpQdSdAIY/ETTLFPXcUlVrEegz,mDiH+qXCkVh/WqtZJitxXIMuANwDYfZ/stCfwxw,36,DIRECT_MAIL,Frau,Michael,Schneider,Kirchweg,,58089,Hagen,Vorhalle,
lzLJaOgMZsJVvllZgQZGSegDIIFTzIys/WfYQZ+,UuGWOgWCUGZ/PfVDXaklpKXuVYFJVRYEWeJVHHP,ZARi+I/vYZWiVzUIPBaV/WVcWYMjfhWQCFheYTv,kDLQVjhysVCHlWpQdSdAIY/ETTLFPXcUlVrEegz,mDiH+qXCkVh/WqtZJitxXIMuANwDYfZ/stCfwxw,36,DIRECT_MAIL,Frau,Michael,Schneider,Kirchweg,,58089,Hagen,Vorhalle,
TTkFzvYVaVDrnAfPRkdZUIxRhX/xKVxDlhnXdYT,KSlaVGRtOSHwcTEAYyiZVhQXFYSvysp/sYGFHJc,RbYFDRZkpEXRzuIVRlBosjJyszTQwiaXxbmTtUS,DajgzigKeENZKLdlTUlVs/OvYPWZghPoPlUYXRu,gJJApdvfKQOFOSnEUqQfyQhCPBVShOYSawzSrBg,15,DIRECT_MAIL,Dr.,Julia,Becker,Kirchweg,,58762,Altena,Altena,
UHoQCcWmbwNoLpkKdrRuzYdsSjoAUDeM+UvJVfN,KSlaVGRtOSHwcTEAYyiZVhQXFYSvysp/sYGFHJc,RbYFDRZkpEXRzuIVRlBosjJyszTQwiaXxbmTtUS,DajgzigKeENZKLdlTUlVs/OvYPWZghPoPlUYXRu,gJJApdvfKQOFOSnEUqQfyQhCPBVShOYSawzSrBg,15,DIRECT_MAIL,Dr.,Julia,Becker,Kirchweg,,58762,Altena,Altena,
ZsG/mJyHDMUUqOM/TXx/wqKbcvBLRVTjJLRgamk,KSlaVGRtOSHwcTEAYyiZVhQXFYSvysp/sYGFHJc,RbYFDRZkpEXRzuIVRlBosjJyszTQwiaXxbmTtUS,DajgzigKeENZKLdlTUlVs/OvYPWZghPoPlUYXRu,gJJApdvfKQOFOSnEUqQfyQhCPBVShOYSawzSrBg,15,DIRECT_MAIL,Dr.,Julia,Becker,Kirchweg,,58762,Altena,Altena,
qoSSnlqHYyOqrbyrfxWSkUqp/HAlYlGSQqtyyYn,KSlaVGRtOSHwcTEAYyiZVhQXFYSvysp/sYGFHJc,RbYFDRZkpEXRzuIVRlBosjJyszTQwiaXxbmTtUS,DajgzigKeENZKLdlTUlVs/OvYPWZghPoPlUYXRu,gJJApdvfKQOFOSnEUqQfyQhCPBVShOYSawzSrBg,15,DIRECT_MAIL,Dr.,Julia,Becker,Kirchweg,,58762,Altena,Altena,
/lQERaPAqWrQmebaUUf/jqdYovopTvWTkrUuYVK,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,msywih/QeXVXoPSZikfcXAgBgLFne+RxERAZzdJ,RwVtQSSPVPGTVNXOOAZSwoJtUlyhsxUZhbAlQbL,E+TFUiYiORSdCqemm+FUPhGErECcMMnGOjSpCiE,10,DIRECT_MAIL,Dr.,Michael,Meyer,Kirchweg,25,58089,Hagen,Vorhalle,michael.meyer@example.com
WaVQsQabQhRhZZYaZeBfUNISPHLRPMoGzZZTtiR,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,msywih/QeXVXoPSZikfcXAgBgLFne+RxERAZzdJ,RwVtQSSPVPGTVNXOOAZSwoJtUlyhsxUZhbAlQbL,E+TFUiYiORSdCqemm+FUPhGErECcMMnGOjSpCiE,10,DIRECT_MAIL,Dr.,Michael,Meyer,Kirchweg,25,58089,Hagen,Vorhalle,michael.meyer@example.com
cRxVkRVSeZsRUVhoXgwKWvqbSmXIS/J+HnXaTVc,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,msywih/QeXVXoPSZikfcXAgBgLFne+RxERAZzdJ,RwVtQSSPVPGTVNXOOAZSwoJtUlyhsxUZhbAlQbL,E+TFUiYiORSdCqemm+FUPhGErECcMMnGOjSpCiE,10,DIRECT_MAIL,Dr.,Michael,Meyer,Kirchweg,25,58089,Hagen,Vorhalle,michael.meyer@example.com
rOHJlRHqUMUXrewBRqCFHOVAv+agVGcWzbNKpp/,laXTYGAQYmlaXPOGDWbJtPZZPO+ZwlSxukTB+dA,msywih/QeXVXoPSZikfcXAgBgLFne+RxERAZzdJ,RwVtQSSPVPGTVNXOOAZSwoJtUlyhsxUZhbAlQbL,E+TFUiYiORSdCqemm+FUPhGErECcMMnGOjSpCiE,10,DIRECT_MAIL,Dr.,Michael,Meyer,Kirchweg,25,58089,Hagen,Vorhalle,michael.meyer@example.com
RRhXZduXEws/nRvrmTTENmkDUXAJfXXBZZRSpQ/,lunWMh+cQRorYTTeQvKUChYQrTRGYdYpXrBapM+,HniEYiLQzjXUKQcdBTSLlbezvEYwwYMSIkRQKhU,EJHyYXNjQjRWofUqmMnlSZXVMYdJcpOsqYumhAN,UR+fepRFGVwoRESfkFOcThVJMApBqAQaOWssolA,11,DIRECT_MAIL,Dr.,Thomas,Schneider,Waldweg,30,58089,Hagen,Vorhalle,thomas.schneider@example.com
hdidyQGYpVskrrtoGZiZIVHLZPbSy+nXWfafRp/,lunWMh+cQRorYTTeQvKUChYQrTRGYdYpXrBapM+,HniEYiLQzjXUKQcdBTSLlbezvEYwwYMSIkRQKhU,EJHyYXNjQjRWofUqmMnlSZXVMYdJcpOsqYumhAN,UR+fepRFGVwoRESfkFOcThVJMApBqAQaOWssolA,11,DIRECT_MAIL,Dr.,Thomas,Schneider,Waldweg,30,58089,Hagen,Vorhalle,thomas.schneider@example.com
pymPpzYUQncgkTQfVvrKVRhSvLhwSUArPJIgPYF,lunWMh+cQRorYTTeQvKUChYQrTRGYdYpXrBapM+,HniEYiLQzjXUKQcdBTSLlbezvEYwwYMSIkRQKhU,EJHyYXNjQjRWofUqmMnlSZXVMYdJcpOsqYumhAN,UR+fepRFGVwoRESfkFOcThVJMApBqAQaOWssolA,11,DIRECT_MAIL,Dr.,Thomas,Schneider,Waldweg,30,58089,Hagen,Vorhalle,thomas.schneider@example.com
snTyIVEsjgSD+tMb+zht/sTdWiTWdeIrlqScBfN,lunWMh+cQRorYTTeQvKUChYQrTRGYdYpXrBapM+,HniEYiLQzjXUKQcdBTSLlbezvEYwwYMSIkRQKhU,EJHyYXNjQjRWofUqmMnlSZXVMYdJcpOsqYumhAN,UR+fepRFGVwoRESfkFOcThVJMApBqAQaOWssolA,11,DIRECT_MAIL,Dr.,Thomas,Schneider,Waldweg,30,58089,Hagen,Vorhalle,thomas.schneider@example.com
