Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
UXUzWDRYelqLgMVvJaeYUzjSMWQKJGVtShuNZJD,yYABVQFXSfpXRZCquuzsqUSlFZWnXOVRzvEtWXR,cargRVWDkdGIqOueTfwFJVfozznfZLXieWWBNpa,SK/afZdJiK/F+YYTbXafSvwXOeTYhKxsAtYgTaH,deEceRQSVpNVhYc+YqJJAsASGJv/YOVlVZe/WgG,42,EVU,Herr,Thomas,Wagner,Bergstraße,,58762,Altena,Altena,
kGCNfbgCQTCmIWHlSsivSXdUOztdBLAvxcKNDjQ,yYABVQFXSfpXRZCquuzsqUSlFZWnXOVRzvEtWXR,cargRVWDkdGIqOueTfwFJVfozznfZLXieWWBNpa,SK/afZdJiK/F+YYTbXafSvwXOeTYhKxsAtYgTaH,deEceRQSVpNVhYc+YqJJAsASGJv/YOVlVZe/WgG,42,EVU,Herr,Thomas,Wagner,Bergstraße,,58762,Altena,Altena,
CGS/UXNrgh/QEbTOWTIWTjJbaVSZIQXScRT+Zyb,zoTktZZzOYtUZSSXVdVZUSqQpSfduhdPSXuS/Qg,jTRDrdAxNuNMFwAknnIttKYJQNIniUfdSVoPWXm,IiGZPfUtLQYzHDRruYqVysgA+EOOSxXqFfKQeUE,ugUJvKsRxWVCEYaTMYVPGkjMxMSHZaGMmcgiaCh,32,EVU,Dipl.-Ing.,Maria,Wagner,Dorfstraße,,58089,Hagen,Vorhalle,
XHsHQrKnNNIcZSwndoIwppjSdagIUcqQHX/yY+V,zoTktZZzOYtUZSSXVdVZUSqQpSfduhdPSXuS/Qg,jTRDrdAxNuNMFwAknnIttKYJQNIniUfdSVoPWXm,IiGZPfUtLQYzHDRruYqVysgA+EOOSxXqFfKQeUE,ugUJvKsRxWVCEYaTMYVPGkjMxMSHZaGMmcgiaCh,32,EVU,Dipl.-Ing.,Maria,Wagner,Dorfstraße,,58089,Hagen,Vorhalle,
tKgVoyvTPdQZQtatuBwVTmTSVSNruWQQqgYKTIA,zoTktZZzOYtUZSSXVdVZUSqQpSfduhdPSXuS/Qg,jTRDrdAxNuNMFwAknnIttKYJQNIniUfdSVoPWXm,IiGZPfUtLQYzHDRruYqVysgA+EOOSxXqFfKQeUE,ugUJvKsRxWVCEYaTMYVPGkjMxMSHZaGMmcgiaCh,32,EVU,Dipl.-Ing.,Maria,Wagner,Dorfstraße,,58089,Hagen,Vorhalle,
xcEhKefJVjgVESiwXooktFHopUGBUV/bQyJKTiW,zoTktZZzOYtUZSSXVdVZUSqQpSfduhdPSXuS/Qg,jTRDrdAxNuNMFwAknnIttKYJQNIniUfdSVoPWXm,IiGZPfUtLQYzHDRruYqVysgA+EOOSxXqFfKQeUE,ugUJvKsRxWVCEYaTMYVPGkjMxMSHZaGMmcgiaCh,32,EVU,Dipl.-Ing.,Maria,Wagner,Dorfstraße,,58089,Hagen,Vorhalle,
TmULFAptIFCLeTQRCyVTqeU/RfUTEAldTbUNwsY,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,ueKEKQbYyXXUYkUKLSSUBwtYwcPOqZhFwAXgGy/,CuZcr+whXBOzhiIHNSMRTFoUrYbRRBdKRSVvYwR,gUydTtMBTRztRbQcJjQc+pRCoxQZQTxCIqWNkZw,4,EVU,Frau,Sabine,Schulz,Hauptstraße,,58809,Neuenrade,Neuenrade,
WQMKftQOPjSQJazVmOAhVKcDRkqnvcZzIdeBUwP,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,ueKEKQbYyXXUYkUKLSSUBwtYwcPOqZhFwAXgGy/,CuZcr+whXBOzhiIHNSMRTFoUrYbRRBdKRSVvYwR,gUydTtMBTRztRbQcJjQc+pRCoxQZQTxCIqWNkZw,4,EVU,Frau,Sabine,Schulz,Hauptstraße,,58809,Neuenrade,Neuenrade,
XMZOsVZfUQFyohQtbUHiTuCfXSBaGiWuYRRwvhQ,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,ueKEKQbYyXXUYkUKLSSUBwtYwcPOqZhFwAXgGy/,CuZcr+whXBOzhiIHNSMRTFoUrYbRRBdKRSVvYwR,gUydTtMBTRztRbQcJjQc+pRCoxQZQTxCIqWNkZw,4,EVU,Frau,Sabine,Schulz,Hauptstraße,,58809,Neuenrade,Neuenrade,
CNxSWhAapWHrWAIImQEBMYqpYswrNJVgTSOkaQH,CGRgQCtTsvxFYjhsSNGOdPWRvz+UhEESILKmLQK,LzGVClaQERGbArrFwNwaNQuIOiWHQQyazEVDXga,ZjmBuGJGRZcygiYttG/SEyUrCgFXRf+ZAuXJSwk,LqcRqOUHFZfyUhABUdmedpWFfGpnLsVfX+/WmDN,4,EVU,Dr.,Michael,Meyer,Bahnhofstraße,,58513,Lüdenscheid,,
wTzkcGrWUZQvXTqiLRSbSrQYVSXbb+cUSRbQdMw,unamRmGbbR+tfXPGSRJiarCYGKQrpXqYLVCmVDm,oLNXkgSRfbTDUcmCRYRRlMqTZPBoEBrzCX/YNwb,kZVBbRRvSfJXVVSsQkEouvwopsZQsLPHPebjqgi,uSsTMVxfdIUZSGTMxsgfpZpGLN/lYcbDvUatQVG,12,EVU,Prof.,Peter,Meyer,Dorfstraße,,58553,Halver,Halver,
DxcTGYWMWPSZRfB+BUzAWftlMTUbRQIjZhoCoxE,ECkveYsHNn/kQsEEvbedEQRYFRXqX/PPuZqnhvU,ZmGmICTpqMvAjKFsuqzOMkYaLQWvvNslVSNBsGV,TBbwbWm+YPqZsfnGSFvFlPXsbDrqfyTGfBmUJTF,eKluAoVrngIXTXbsQFRNgSkCxwQWycXXYDhUwcW,6,KSA,Herr,Maria,Schmidt,Schulstraße,,58515,Lüdenscheid,,
GgKThRmllC/uU/uTJexBhYjRjEyKqISvIFQQVMZ,ECkveYsHNn/kQsEEvbedEQRYFRXqX/PPuZqnhvU,ZmGmICTpqMvAjKFsuqzOMkYaLQWvvNslVSNBsGV,TBbwbWm+YPqZsfnGSFvFlPXsbDrqfyTGfBmUJTF,eKluAoVrngIXTXbsQFRNgSkCxwQWycXXYDhUwcW,6,KSA,Herr,Maria,Schmidt,Schulstraße,,58515,Lüdenscheid,,
QtYRgQnDvRBogWJScw+cTbZUQusdBFmjibefZkV,ECkveYsHNn/kQsEEvbedEQRYFRXqX/PPuZqnhvU,ZmGmICTpqMvAjKFsuqzOMkYaLQWvvNslVSNBsGV,TBbwbWm+YPqZsfnGSFvFlPXsbDrqfyTGfBmUJTF,eKluAoVrngIXTXbsQFRNgSkCxwQWycXXYDhUwcW,6,KSA,Herr,Maria,Schmidt,Schulstraße,,58515,Lüdenscheid,,
wjkknS+ZQgSCYWdtxUaJYBLENVyEFHHkXMXAEjF,ECkveYsHNn/kQsEEvbedEQRYFRXqX/PPuZqnhvU,ZmGmICTpqMvAjKFsuqzOMkYaLQWvvNslVSNBsGV,TBbwbWm+YPqZsfnGSFvFlPXsbDrqfyTGfBmUJTF,eKluAoVrngIXTXbsQFRNgSkCxwQWycXXYDhUwcW,6,KSA,Herr,Maria,Schmidt,Schulstraße,,58515,Lüdenscheid,,
AxDNfSUi+kxgKFMWL/VnXZSBSBtNDzxGubgYsOt,TjfQWXBGDTUOtLCvVz/VEnxiCRYhYRApfZWebA+,SntpbXhkVQThDwUUeAkSRDNUiSz+BUdBNSNkVjV,RRKcEZYhwTRZiQbv+MkW+UVbcACHBMTkyk/Zw+Y,twVwvYMSj/gdJAVWTUseWRWQXTFnoip+FWGYEwV,21,EVU,Prof.,Michael,Meyer,Kirchweg,,58089,Hagen,Vorhalle,
MQUTpPyUuUPuLoIWbtITDTypkEKWpZVXsIvbiSr,oBOIuXFRlHzyZEcZTtafRQ/ofKA/hXHEG+XfUa+,hYWMhVkWTLtBWsWMEcFjlnXoWATwuTlidaGnypL,'+peU/W+NQTYtYwsvWSWV/RtQWXuKlLlTllWUHdb,YSwUcJsKhfDanbdTIOFDZfcSjsdtZXfmnjtI+Zh,21,EVU,Frau,Thomas,Meyer,Bahnhofstraße,,58513,Lüdenscheid,,
WXdUbpRoWBcubpfoXtEZoUlZOpY/RhskWcNTlZt,oBOIuXFRlHzyZEcZTtafRQ/ofKA/hXHEG+XfUa+,hYWMhVkWTLtBWsWMEcFjlnXoWATwuTlidaGnypL,'+peU/W+NQTYtYwsvWSWV/RtQWXuKlLlTllWUHdb,YSwUcJsKhfDanbdTIOFDZfcSjsdtZXfmnjtI+Zh,21,EVU,Frau,Thomas,Meyer,Bahnhofstraße,,58513,Lüdenscheid,,
/v/MUoXt/imgzMIXucTxBwXDRmlYHReW+VSuQt+,yulWrnCQiQSSHxKbYMULEYugdkcRqqPptoHvrLv,CSmkJQOQSiRkhGzoihKQTOTSUVfUBTBGnxbIvAa,nWhqfVUfaYRiWNXF+FuAuvsARjKEeRqfuhOVHRM,UmNsWTEQKJLkMTH+IEtRhZYfhlPsxkkWieIWUeQ,14,EVU,Frau,Thomas,Schulz,Gartenstraße,25,58553,Halver,Halver,thomas.schulz@example.com
QWjZGbmMBQZwFVERGRktkkmBUUjdsyvJRvXbdvn,yulWrnCQiQSSHxKbYMULEYugdkcRqqPptoHvrLv,CSmkJQOQSiRkhGzoihKQTOTSUVfUBTBGnxbIvAa,nWhqfVUfaYRiWNXF+FuAuvsARjKEeRqfuhOVHRM,UmNsWTEQKJLkMTH+IEtRhZYfhlPsxkkWieIWUeQ,14,EVU,Frau,Thomas,Schulz,Gartenstraße,25,58553,Halver,Halver,thomas.schulz@example.com
aBZVNAtQCZgV/oXhMpTQSojUcQcnQmqSkDZcEZy,yulWrnCQiQSSHxKbYMULEYugdkcRqqPptoHvrLv,CSmkJQOQSiRkhGzoihKQTOTSUVfUBTBGnxbIvAa,nWhqfVUfaYRiWNXF+FuAuvsARjKEeRqfuhOVHRM,UmNsWTEQKJLkMTH+IEtRhZYfhlPsxkkWieIWUeQ,14,EVU,Frau,Thomas,Schulz,Gartenstraße,25,58553,Halver,Halver,thomas.schulz@example.com
zJllwXxiTKTmRSfGNAkLUXVoLaWSOVpQxsFGymX,yulWrnCQiQSSHxKbYMULEYugdkcRqqPptoHvrLv,CSmkJQOQSiRkhGzoihKQTOTSUVfUBTBGnxbIvAa,nWhqfVUfaYRiWNXF+FuAuvsARjKEeRqfuhOVHRM,UmNsWTEQKJLkMTH+IEtRhZYfhlPsxkkWieIWUeQ,14,EVU,Frau,Thomas,Schulz,Gartenstraße,25,58553,Halver,Halver,thomas.schulz@example.com
XXubQnUFdCQTTJqdUEETvZwJQnFI/kSoKzgcZgS,jYcbgfrka+efWeSwxg+kFnTVKbVkTMXYGB/WVQr,GqqDnSxLQXjQKY/IospncWrvXCIYyCTNuTtVXbU,lIndwpFBEUlsuMnOYxZRbQRUufUrDGSWQMCPmib,fzicbAQZujFQfKEDElTZnyJTudBPkTfGCESZCwP,2,EVU,Dr.,Peter,Schmidt,Bahnhofstraße,,58553,Halver,Halver,
hTzLENOrN+EQufOevFHsMrXLaXNXaPFJUcoTcpL,jYcbgfrka+efWeSwxg+kFnTVKbVkTMXYGB/WVQr,GqqDnSxLQXjQKY/IospncWrvXCIYyCTNuTtVXbU,lIndwpFBEUlsuMnOYxZRbQRUufUrDGSWQMCPmib,fzicbAQZujFQfKEDElTZnyJTudBPkTfGCESZCwP,2,EVU,Dr.,Peter,Schmidt,Bahnhofstraße,,58553,Halver,Halver,
TISqAhhdzjhLaWZzdPipzlNYhHipOrtnSWVWSvD,DAXXCGRFgyFwRsynFzViTustYqTgERKuQvTwQNk,reMBghspIXbZpwUXKilQIVEtNNScv+TEqS+lEdA,WYkFThakomwZaDiIRSVVGXSmZFONbYSsMdgUHHf,cPAwQdZQAQGvICFRkpXZAUMqxCjnSSsBYWiWRKW,7,EVU,Herr,Sabine,Schulz,Schulstraße,,58089,Hagen,Vorhalle,
ZGGrskqWdeoCKwMigWsmLfayzbmxwosXbXQDSZd,DAXXCGRFgyFwRsynFzViTustYqTgERKuQvTwQNk,reMBghspIXbZpwUXKilQIVEtNNScv+TEqS+lEdA,WYkFThakomwZaDiIRSVVGXSmZFONbYSsMdgUHHf,cPAwQdZQAQGvICFRkpXZAUMqxCjnSSsBYWiWRKW,7,EVU,Herr,Sabine,Schulz,Schulstraße,,58089,Hagen,Vorhalle,
cRIRzXlQOVWzdeKfHVQTEeBidWrR+PTsQKNYnKR,DAXXCGRFgyFwRsynFzViTustYqTgERKuQvTwQNk,reMBghspIXbZpwUXKilQIVEtNNScv+TEqS+lEdA,WYkFThakomwZaDiIRSVVGXSmZFONbYSsMdgUHHf,cPAwQdZQAQGvICFRkpXZAUMqxCjnSSsBYWiWRKW,7,EVU,Herr,Sabine,Schulz,Schulstraße,,58089,Hagen,Vorhalle,
dODHZTjVqUOlZQWZiTFXgMuTIxMS/YGHTVAHKte,DAXXCGRFgyFwRsynFzViTustYqTgERKuQvTwQNk,reMBghspIXbZpwUXKilQIVEtNNScv+TEqS+lEdA,WYkFThakomwZaDiIRSVVGXSmZFONbYSsMdgUHHf,cPAwQdZQAQGvICFRkpXZAUMqxCjnSSsBYWiWRKW,7,EVU,Herr,Sabine,Schulz,Schulstraße,,58089,Hagen,Vorhalle,
KjwWZoHFMYpJpjgyhS/MUHVuhSdVQDCXRbvnQiY,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,RVtdmSaUxIWQclZtRAJXxPRSaZdOSXT/LVVR+ih,jTnkT+bXCVJSxAhjZfXwdQkZOpQOITEKbWiABIm,TpGxTMMVhJVjGPJycUBNNpP/dTVcxfiuSYThvuR,43,EVU,Herr,Julia,Weber,Dorfstraße,,58762,Altena,Altena,
NSSNsJHpkYWBrsROnu/nVeVsXOuhqeRaGcLcrAl,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,RVtdmSaUxIWQclZtRAJXxPRSaZdOSXT/LVVR+ih,jTnkT+bXCVJSxAhjZfXwdQkZOpQOITEKbWiABIm,TpGxTMMVhJVjGPJycUBNNpP/dTVcxfiuSYThvuR,43,EVU,Herr,Julia,Weber,Dorfstraße,,58762,Altena,Altena,
fhZ/WvuINnrxXHZdwxlURRZIJvSCCTYlzyKiiOZ,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,RVtdmSaUxIWQclZtRAJXxPRSaZdOSXT/LVVR+ih,jTnkT+bXCVJSxAhjZfXwdQkZOpQOITEKbWiABIm,TpGxTMMVhJVjGPJycUBNNpP/dTVcxfiuSYThvuR,43,EVU,Herr,Julia,Weber,Dorfstraße,,58762,Altena,Altena,
kkvysHaITWsVSHQoi+MXIVSPshtqZSsFTsceEkV,QofYqBSDPTYqgNvxSrL/ToiTYmWiiLY+SgDftRh,RVtdmSaUxIWQclZtRAJXxPRSaZdOSXT/LVVR+ih,jTnkT+bXCVJSxAhjZfXwdQkZOpQOITEKbWiABIm,TpGxTMMVhJVjGPJycUBNNpP/dTVcxfiuSYThvuR,43,EVU,Herr,Julia,Weber,Dorfstraße,,58762,Altena,Altena,
MULXklPfXQRPAwGFhjXAeCVXUYVSHWZczgYBzgP,iKBEypUwY++DQTIvdPYqRAQUvDzMUxmIGRbElXG,RnZhJFNypGbVSvLWFV/ohcBkYYccBMzyRjTTyQe,cU+jj+OQYEpqVNMcQTWIrrURUfPjXBKLYNrdhVI,gfUEJFabqUWZqRuRmgjivAJMjrFSbQRFD+iwana,41,EVU,Frau,Sabine,Schulz,Gartenstraße,,58762,Altena,Altena,
cpXzNNNXSukLxNoxVUfzWVQKIZNEZZSoYVXIlwS,iKBEypUwY++DQTIvdPYqRAQUvDzMUxmIGRbElXG,RnZhJFNypGbVSvLWFV/ohcBkYYccBMzyRjTTyQe,cU+jj+OQYEpqVNMcQTWIrrURUfPjXBKLYNrdhVI,gfUEJFabqUWZqRuRmgjivAJMjrFSbQRFD+iwana,41,EVU,Frau,Sabine,Schulz,Gartenstraße,,58762,Altena,Altena,
JMDyh/XQXxHxfFULUCqxXEawmfWrAzA+LSRFiRa,mfXasjRUqFTPMBBJH/tQNJYRxQxUzYIhCcoVKTW,SXaCmlixcMnuTXmiGxyTkaUmOFyLffKFmpJYVsq,TBfaL/JzeHLMdyiXIypmgWquzV+XKDcWIMaangm,RR/AbZV+TaYwMolXTlq+k/kSaaVUObVfwoaVnTm,32,EVU,Dr.,Sabine,Hoffmann,Waldweg,,58513,Lüdenscheid,,
cT/plyUWHyWXltSVD/xWgyFJmqYjqBiWcsflVTv,mfXasjRUqFTPMBBJH/tQNJYRxQxUzYIhCcoVKTW,SXaCmlixcMnuTXmiGxyTkaUmOFyLffKFmpJYVsq,TBfaL/JzeHLMdyiXIypmgWquzV+XKDcWIMaangm,RR/AbZV+TaYwMolXTlq+k/kSaaVUObVfwoaVnTm,32,EVU,Dr.,Sabine,Hoffmann,Waldweg,,58513,Lüdenscheid,,
fLmhMVWfSYlCUVDKoXUTttwVInYNXRMtWutJDYR,mfXasjRUqFTPMBBJH/tQNJYRxQxUzYIhCcoVKTW,SXaCmlixcMnuTXmiGxyTkaUmOFyLffKFmpJYVsq,TBfaL/JzeHLMdyiXIypmgWquzV+XKDcWIMaangm,RR/AbZV+TaYwMolXTlq+k/kSaaVUObVfwoaVnTm,32,EVU,Dr.,Sabine,Hoffmann,Waldweg,,58513,Lüdenscheid,,
woXZMJETAfvxYkCtgUxDCVHPowWPyqmZRWRHNuh,mfXasjRUqFTPMBBJH/tQNJYRxQxUzYIhCcoVKTW,SXaCmlixcMnuTXmiGxyTkaUmOFyLffKFmpJYVsq,TBfaL/JzeHLMdyiXIypmgWquzV+XKDcWIMaangm,RR/AbZV+TaYwMolXTlq+k/kSaaVUObVfwoaVnTm,32,EVU,Dr.,Sabine,Hoffmann,Waldweg,,58513,Lüdenscheid,,
MWWejpUbWLt/oHutSwWVSrnBytYSlI+QubTjxHM,pg/NM/XiadovNQtkdYWZECqRYwOhJdBMftytkqg,FKSvIgaMsFWJZUfjuwathgZxSWRtZypfObHVlAs,bpfjyQgHep/WpVZXoVUruPfrtEPrSJYnzGxRwme,fIzlTGZGMveuuRWwnzsrBlzzNXFbTjczTdWZwGX,12,EVU,Frau,Peter,Hoffmann,Schulstraße,,58089,Hagen,Vorhalle,
QmSUnEkNmyWpHYvAoJVaNneIiHESeBfVEQQTkjo,pg/NM/XiadovNQtkdYWZECqRYwOhJdBMftytkqg,FKSvIgaMsFWJZUfjuwathgZxSWRtZypfObHVlAs,bpfjyQgHep/WpVZXoVUruPfrtEPrSJYnzGxRwme,fIzlTGZGMveuuRWwnzsrBlzzNXFbTjczTdWZwGX,12,EVU,Frau,Peter,Hoffmann,Schulstraße,,58089,Hagen,Vorhalle,
WomEwVTbPuuBUU+EhJdUcdZcSvrOkYEbVQKCfKX,pg/NM/XiadovNQtkdYWZECqRYwOhJdBMftytkqg,FKSvIgaMsFWJZUfjuwathgZxSWRtZypfObHVlAs,bpfjyQgHep/WpVZXoVUruPfrtEPrSJYnzGxRwme,fIzlTGZGMveuuRWwnzsrBlzzNXFbTjczTdWZwGX,12,EVU,Frau,Peter,Hoffmann,Schulstraße,,58089,Hagen,Vorhalle,
lYfZaXHjORgZBF+ZsRHGJsUOIMhTVRsop+QvubI,pg/NM/XiadovNQtkdYWZECqRYwOhJdBMftytkqg,FKSvIgaMsFWJZUfjuwathgZxSWRtZypfObHVlAs,bpfjyQgHep/WpVZXoVUruPfrtEPrSJYnzGxRwme,fIzlTGZGMveuuRWwnzsrBlzzNXFbTjczTdWZwGX,12,EVU,Frau,Peter,Hoffmann,Schulstraße,,58089,Hagen,Vorhalle,
CnhRHqrO+SKYuvCm/YfAVJpZLOY+JaRlryUpxZF,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,X+jXnwNc+acxsITBdDdzeTXtjPVEbSWpbCAEuIZ,QHdlMTYE+nDTCiCfeTTTfLYzdwoiGO/azHevZfY,kMXRZSSfzLLIsWWLaxmfSrVeQxmLES/MUWXhkVB,4,EVU,Dr.,Julia,Schmidt,Bahnhofstraße,,58809,Neuenrade,Neuenrade,
VxOAPQkWkhhpcLzoZRVRj/UhAeFkpxYOGATAVjE,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,X+jXnwNc+acxsITBdDdzeTXtjPVEbSWpbCAEuIZ,QHdlMTYE+nDTCiCfeTTTfLYzdwoiGO/azHevZfY,kMXRZSSfzLLIsWWLaxmfSrVeQxmLES/MUWXhkVB,4,EVU,Dr.,Julia,Schmidt,Bahnhofstraße,,58809,Neuenrade,Neuenrade,
hVaDVZprNoSSYGeWSWtENXbrWbWNJXpFyvDxNTT,JNaTmOUNUWYoaRlWuQvlBSGxevMxgXrjqy/pGZc,X+jXnwNc+acxsITBdDdzeTXtjPVEbSWpbCAEuIZ,QHdlMTYE+nDTCiCfeTTTfLYzdwoiGO/azHevZfY,kMXRZSSfzLLIsWWLaxmfSrVeQxmLES/MUWXhkVB,4,EVU,Dr.,Julia,Schmidt,Bahnhofstraße,,58809,Neuenrade,Neuenrade,
DXzSwOchlXJWknYfSBHGoPjQc+kUXIDnDcMREcK,/RSSXhUSRHudbmkiMUSZouRFlwZUsxJYAToTJcI,'+iVmhBD/SwyOTDRckwTKwtDtVSYhIRuTPMnvjxn,xwfHatXoVFTYShNPULSbkMwetmThu+YicpRkekI,R/WFzSvQVHrp+gDnTzYYMovf+tSBTcJnWKcYaUw,15,EVU,Frau,Michael,Weber,Hauptstraße,,58762,Altena,Altena,
HfWXsmim+dwPSQMrYcyaKZSIHICqYVmRUloGled,/RSSXhUSRHudbmkiMUSZouRFlwZUsxJYAToTJcI,'+iVmhBD/SwyOTDRckwTKwtDtVSYhIRuTPMnvjxn,xwfHatXoVFTYShNPULSbkMwetmThu+YicpRkekI,R/WFzSvQVHrp+gDnTzYYMovf+tSBTcJnWKcYaUw,15,EVU,Frau,Michael,Weber,Hauptstraße,,58762,Altena,Altena,
dRzBeYdmtPt/kOrAsYm/GgLKZGSj+bVXDVFZSPE,/RSSXhUSRHudbmkiMUSZouRFlwZUsxJYAToTJcI,'+iVmhBD/SwyOTDRckwTKwtDtVSYhIRuTPMnvjxn,xwfHatXoVFTYShNPULSbkMwetmThu+YicpRkekI,R/WFzSvQVHrp+gDnTzYYMovf+tSBTcJnWKcYaUw,15,EVU,Frau,Michael,Weber,Hauptstraße,,58762,Altena,Altena,
kbSvQtREYRy/KJRQUSRbdbSMRVcRvKKUoWQVzG+,/RSSXhUSRHudbmkiMUSZouRFlwZUsxJYAToTJcI,'+iVmhBD/SwyOTDRckwTKwtDtVSYhIRuTPMnvjxn,xwfHatXoVFTYShNPULSbkMwetmThu+YicpRkekI,R/WFzSvQVHrp+gDnTzYYMovf+tSBTcJnWKcYaUw,15,EVU,Frau,Michael,Weber,Hauptstraße,,58762,Altena,Altena,
WUUmQnPLGUYQ+YvfSUfJwzIOqWz/TBuusOqTZYd,VSeSvWQqWLpQVnqSXHnYQjXPJsroP/StXgyPoWx,J+TvdDHoS/tribclxyLTOSQkLbrc/vopXOSXkht,QHeggPKKXYtOwLqPIljXmWMXnKAWNBGcxYjUdZK,yWyWiMTvbYRhwmLYSLuKFUipeQjEBaGMiYTSMXo,1,KSA,Dr.,Sabine,Wagner,Gartenstraße,,58762,Altena,Altena,
SKWM+FPwjyGRHrcOppnTOGRtRnpFXXvVeQumMXT,OiOrgK/CZRRTWah+PzKXrWrMTlVEQIQnmtFDtzq,WhLJsJCGKIXYZWciukKUyoqqDWQsuEMwDwxJWDk,ftJIdMnTAFTYTgUnJnPASVxJbmNVdcoAJQIQeUT,gApxsRUv/aVCYQRQzXEAaHxTOo+xzWQlIZVQNTN,14,KSA,Frau,Hans,Wagner,Dorfstraße,,58809,Neuenrade,Neuenrade,
tkZydYQfVthSWQSofTOriTVGwW+dMrSQSgjJfvK,OiOrgK/CZRRTWah+PzKXrWrMTlVEQIQnmtFDtzq,WhLJsJCGKIXYZWciukKUyoqqDWQsuEMwDwxJWDk,ftJIdMnTAFTYTgUnJnPASVxJbmNVdcoAJQIQeUT,gApxsRUv/aVCYQRQzXEAaHxTOo+xzWQlIZVQNTN,14,KSA,Frau,Hans,Wagner,Dorfstraße,,58809,Neuenrade,Neuenrade,
/WrwWTNVSDAFjTZKqjQRKRHBwCSZYq+MQURuOrO,PsFifLEBIgBtBdgLmGnRqLpwWxxxtQR+TMP/UKP,HIpLNv/MnrbitUFOreFnXtfYjlSbmNoDLwI/UVk,ppwKRbtncT+nVhUuWIXSTzK+UwXIGsgWWZkY+Bg,fYNRVkwXqUaxWaWwXWfaNJUaljeWuVKWEYiJBZY,9,KSA,Dipl.-Ing.,Peter,Weber,Schulstraße,,58515,Lüdenscheid,,
ElqqUVMQhYRcASQWXPXBb/WquxmtMRiZFURzZpv,PsFifLEBIgBtBdgLmGnRqLpwWxxxtQR+TMP/UKP,HIpLNv/MnrbitUFOreFnXtfYjlSbmNoDLwI/UVk,ppwKRbtncT+nVhUuWIXSTzK+UwXIGsgWWZkY+Bg,fYNRVkwXqUaxWaWwXWfaNJUaljeWuVKWEYiJBZY,9,KSA,Dipl.-Ing.,Peter,Weber,Schulstraße,,58515,Lüdenscheid,,
FYJMXYAwmxuLlUoJTEbRwbGMKOAlCoSvOsANeZF,PsFifLEBIgBtBdgLmGnRqLpwWxxxtQR+TMP/UKP,HIpLNv/MnrbitUFOreFnXtfYjlSbmNoDLwI/UVk,ppwKRbtncT+nVhUuWIXSTzK+UwXIGsgWWZkY+Bg,fYNRVkwXqUaxWaWwXWfaNJUaljeWuVKWEYiJBZY,9,KSA,Dipl.-Ing.,Peter,Weber,Schulstraße,,58515,Lüdenscheid,,
VBMbJuEFefBWNaGxjhhVtzCNYLVWKljamSOyTri,PsFifLEBIgBtBdgLmGnRqLpwWxxxtQR+TMP/UKP,HIpLNv/MnrbitUFOreFnXtfYjlSbmNoDLwI/UVk,ppwKRbtncT+nVhUuWIXSTzK+UwXIGsgWWZkY+Bg,fYNRVkwXqUaxWaWwXWfaNJUaljeWuVKWEYiJBZY,9,KSA,Dipl.-Ing.,Peter,Weber,Schulstraße,,58515,Lüdenscheid,,
WXUGTZpXMmhwvUWlOWQrSGqNEHtTvu/UuPEytJH,PsFifLEBIgBtBdgLmGnRqLpwWxxxtQR+TMP/UKP,HIpLNv/MnrbitUFOreFnXtfYjlSbmNoDLwI/UVk,ppwKRbtncT+nVhUuWIXSTzK+UwXIGsgWWZkY+Bg,fYNRVkwXqUaxWaWwXWfaNJUaljeWuVKWEYiJBZY,9,KSA,Dipl.-Ing.,Peter,Weber,Schulstraße,,58515,Lüdenscheid,,
XSKrDqwZVStUdZLFR/YZzBZ+dpWvYMJq/b+YAqR,PsFifLEBIgBtBdgLmGnRqLpwWxxxtQR+TMP/UKP,HIpLNv/MnrbitUFOreFnXtfYjlSbmNoDLwI/UVk,ppwKRbtncT+nVhUuWIXSTzK+UwXIGsgWWZkY+Bg,fYNRVkwXqUaxWaWwXWfaNJUaljeWuVKWEYiJBZY,9,KSA,Dipl.-Ing.,Peter,Weber,Schulstraße,,58515,Lüdenscheid,,
wOXQMMWvlMbnQewpDHVoru/RUbrMqYOEkNFpPk/,PsFifLEBIgBtBdgLmGnRqLpwWxxxtQR+TMP/UKP,HIpLNv/MnrbitUFOreFnXtfYjlSbmNoDLwI/UVk,ppwKRbtncT+nVhUuWIXSTzK+UwXIGsgWWZkY+Bg,fYNRVkwXqUaxWaWwXWfaNJUaljeWuVKWEYiJBZY,9,KSA,Dipl.-Ing.,Peter,Weber,Schulstraße,,58515,Lüdenscheid,,
